"F = 1e-07; Nimp = 36; Range: [1, 10] EN0 = None"
x y
1.0 0.00827544413417
1.09 0.00434082467077
1.18 0.00252601713963
1.27 0.00163324160064
1.36 0.00117023006655
1.99 0.00116291099674
2.08 0.00148020091379
2.17 0.00195828092591
2.26 0.00267509481453
2.35 0.00374961015218
2.44 0.00536082992997
2.53 0.00777383117349
2.62 0.011373483619
2.71 0.0167048843619
2.8 0.0245164743618
2.89 0.0357970017788
2.98 0.0517912748203
3.07 0.073973435807
3.16 0.1039532654
3.25 0.143295142457
3.34 0.193245130818
3.43 0.254390916415
3.52 0.326317472803
3.61 0.407355575456
3.7 0.494531545
3.79 0.58379751461
3.88 0.670548311991
3.97 0.750332637298
4.06 0.819582076915
4.15 0.876154648739
4.24 0.919541660697
