"F = 1e-07; Nimp = 20; Range: [1, 10] EN0 = None"
x y
1.0 0.0012746759542
2.98 0.00100711191051
3.07 0.0014505072227
3.16 0.00209985144682
3.25 0.00304815328595
3.34 0.00442662309758
3.43 0.00641736328768
3.52 0.00926832183374
3.61 0.0133096944509
3.7 0.0189700703582
3.79 0.0267894654687
3.88 0.0374251030253
3.97 0.0516446594491
4.06 0.0703011278681
4.15 0.0942840185253
4.24 0.124443863501
4.33 0.161491251486
4.42 0.205877724521
4.51 0.257672936125
4.6 0.316458825661
4.69 0.381264988445
4.78 0.450567751681
4.87 0.522367452392
4.96 0.594344546375
5.05 0.664078087124
5.14 0.729294191543
5.23 0.788102276241
5.32 0.83917680878
5.41 0.881852976879
5.5 0.916123474811
5.59 0.942545197635
5.68 0.962082755998
5.77 0.975925467424
5.86 0.985313989142
5.95 0.99140362999
