"F = 1e-07; Nimp = 49; Range: [1, 10] EN0 = None"
x y
1.0 0.0231615571442
1.09 0.0126704791164
1.18 0.00767798865789
1.27 0.00518087895388
1.36 0.00388935433434
1.45 0.00323311441188
1.54 0.00295511061503
1.63 0.00294504198215
1.72 0.00317122102102
1.81 0.00365518796643
1.9 0.00446754879627
1.99 0.00573729760844
2.08 0.00767271406274
2.17 0.0105943290701
2.26 0.0149807624416
2.35 0.0215263497316
2.44 0.0312046076057
2.53 0.045322950967
2.62 0.0655419490149
2.71 0.0938196891031
2.8 0.132235495527
2.89 0.182658259345
2.98 0.246263924878
3.07 0.322976394601
3.16 0.410988744999
3.25 0.506575764602
3.34 0.604382424273
3.43 0.698237087585
3.52 0.782324610571
3.61 0.852362195638
3.7 0.906369646264
