"F = 1e-07; Nimp = 64; Range: [1, 10] EN0 = None"
x y
1.0 0.0559848085768
1.09 0.0321948244476
1.18 0.0203812764773
1.27 0.0143410469397
1.36 0.0112312442542
1.45 0.00975109135925
1.54 0.00931724989786
1.63 0.009707131517
1.72 0.0109128216607
1.81 0.0130940131933
1.9 0.0165839804843
1.99 0.0219298239335
2.08 0.0299570816533
2.17 0.0418467307414
2.26 0.0592015556615
2.35 0.0840602919429
2.44 0.11879725412
2.53 0.165835701736
2.62 0.227126779994
2.71 0.303423927125
2.8 0.393514986531
2.89 0.493713739852
2.98 0.597961373779
3.07 0.698745693705
3.16 0.788702127014
