"F = 1e-07; Nimp = 100; Range: [1.0, 2.7]"
x y
1.0 0.216136547717
1.017 0.198387035188
1.034 0.182391323376
1.051 0.168003685217
1.068 0.155082926538
1.085 0.143494693159
1.102 0.133112952417
1.119 0.123820830201
1.136 0.115510959388
1.153 0.108085469533
1.17 0.10145572315
1.187 0.0955418818781
1.204 0.0902723668863
1.221 0.0855832620414
1.238 0.0814176955006
1.255 0.0777252251378
1.272 0.0744612452352
1.289 0.0715864257685
1.306 0.0690661910504
1.323 0.0668702411474
1.34 0.0649721170978
1.357 0.0633488093032
1.374 0.0619804073674
1.391 0.060849788973
1.408 0.0599423449982
1.425 0.0592457379107
1.442 0.0587496904487
1.459 0.0584458016804
1.476 0.0583273876681
1.493 0.0583893441367
1.51 0.0586280287377
1.527 0.0590411606886
1.544 0.0596277357513
1.561 0.0603879546873
1.578 0.0613231634784
1.595 0.0624358037391
1.612 0.0637293718626
1.629 0.0652083855377
1.646 0.066878356349
1.663 0.0687457672348
1.68 0.0708180536137
1.697 0.073103587017
1.714 0.0756116600774
1.731 0.078352471718
1.748 0.0813371113788
1.765 0.0845775410927
1.782 0.0880865742009
1.799 0.0918778494664
1.816 0.0959657993157
1.833 0.100365610912
1.85 0.105093178746
1.867 0.110165047416
1.884 0.115598343287
1.901 0.121410693719
1.918 0.127620132645
1.935 0.134244991294
1.952 0.141303773043
1.969 0.148815011443
1.986 0.156797110736
2.003 0.165268168345
2.02 0.174245779149
2.037 0.183746821672
2.054 0.193787226688
2.071 0.204381729208
2.088 0.215543605264
2.105 0.227284395467
2.122 0.239613617835
2.139 0.252538473026
2.156 0.266063545663
2.173 0.280190506082
2.19 0.294917817384
2.207 0.310240453247
2.224 0.326149632416
2.241 0.342632576207
2.258 0.359672295647
2.275 0.377247415056
2.292 0.39533203884
2.309 0.413895668151
2.326 0.432903173667
2.343 0.45231483018
2.36 0.4720864179
2.377 0.49216939435
2.394 0.51251113953
2.411 0.533055275572
2.428 0.553742060547
2.445 0.574508854308
2.462 0.595290652445
2.479 0.61602068252
2.496 0.636631054882
2.513 0.726816273692
2.53 0.832414381312
2.547 0.906871648395
2.564 0.953245838896
2.581 0.978827934951
2.598 0.991358346236
