"F = 1e-06; Nimp = 1; Range: [0.1, 40.0]"
x y
0.1 0.252922450994
0.499 0.00202121081809
0.898 5.51111352834e-05
1.297 3.04102015963e-06
1.696 2.68597387781e-07
2.095 3.41895250643e-08
2.494 5.88309533993e-09
2.893 1.30887923644e-09
3.292 3.64142104491e-10
3.691 1.23396433533e-10
4.09 4.98537140931e-11
4.489 2.35873227959e-11
4.888 1.28712905677e-11
5.287 7.99371148701e-12
5.686 5.58631786662e-12
6.085 4.34815188412e-12
6.484 3.73215504725e-12
6.883 3.50737342815e-12
7.282 3.57793466079e-12
7.681 3.94000251262e-12
8.08 4.64776090878e-12
8.479 5.84602499873e-12
8.878 7.78841043308e-12
9.277 1.09439700683e-11
9.676 1.61443470354e-11
10.075 2.48858761831e-11
10.474 3.99332428561e-11
10.873 6.64317538696e-11
11.272 1.14167977047e-10
11.671 2.02002013261e-10
12.07 3.66729865984e-10
12.469 6.81119142749e-10
12.868 1.29032311886e-09
13.267 2.48635219477e-09
13.666 4.86033938226e-09
14.065 9.61406030622e-09
14.464 1.91970803975e-08
14.863 3.8605436669e-08
15.262 7.80164904949e-08
15.661 1.58099307104e-07
16.06 3.20625652224e-07
16.459 6.49451721413e-07
16.858 1.3114921749e-06
17.257 2.63558761556e-06
17.656 5.26182149718e-06
18.055 1.04189903125e-05
18.454 2.04295545804e-05
18.853 3.96074376625e-05
19.252 7.58136242463e-05
19.651 0.000143075467486
20.05 0.000265859098119
20.449 0.00048579548007
20.848 0.000871855091721
21.247 0.00153505444093
21.646 0.00264861360479
22.045 0.00447386940635
22.444 0.00739096916238
22.843 0.0119312774591
23.242 0.0188055754992
23.641 0.0289189306875
24.04 0.0433604540631
24.439 0.0633553942406
24.838 0.0901696771594
25.237 0.124964253776
25.636 0.168608482305
26.035 0.221476435387
