"F = 1e-07; Nimp = 2; Range: [1, 20] EN0 = None"
x y
14.49 0.00144625996935
14.68 0.00208689341827
14.87 0.00298433851021
15.06 0.00422813624738
15.25 0.00593291787904
15.44 0.00824286146569
15.63 0.0113359119889
15.82 0.0154272739526
16.01 0.0207715516045
16.2 0.0276628013128
16.39 0.0364317003767
16.58 0.0474390571406
16.77 0.0610650182711
16.96 0.0776935929173
17.15 0.0976925183691
17.34 0.121389024545
17.53 0.14904267535
17.72 0.180817105733
17.91 0.216753042216
18.1 0.256745386299
18.29 0.300527251923
18.48 0.347663600963
