"F = 1e-07; Nimp = 25; Range: [1, 10] EN0 = None"
x y
1.0 0.00253723766474
1.09 0.00128585396686
2.62 0.00112597493102
2.71 0.00160806941262
2.8 0.00232277665865
2.89 0.00338160352133
2.98 0.00494561029397
3.07 0.00724350417213
3.16 0.0105934268588
3.25 0.0154271683979
3.34 0.0223139025679
3.43 0.0319783510701
3.52 0.0453058193013
3.61 0.06332444168
3.7 0.0871542656388
3.79 0.117914795174
3.88 0.156588491639
3.97 0.203847907529
4.06 0.259867510485
4.15 0.324154740269
4.24 0.395443569811
4.33 0.471692495439
4.42 0.550213946301
4.51 0.627934297937
4.6 0.701749252494
4.69 0.768909048692
4.78 0.827353350297
4.87 0.875924061663
4.96 0.914414820841
