"F = 1e-07; Nimp = 10; Range: [1, 10] EN0 = None"
x y
4.555 0.00108530456523
4.6 0.00127738189505
4.645 0.00150255735237
4.69 0.00176621107131
4.735 0.00207451348732
4.78 0.00243452200087
4.825 0.00285428527448
4.87 0.00334295485849
4.915 0.00391090359158
4.96 0.00456984992725
5.005 0.00533298699504
5.05 0.00621511481724
5.095 0.00723277366646
5.14 0.00840437607494
5.185 0.00975033449497
5.23 0.0112931810735
5.275 0.013057675456
5.32 0.0150708959875
5.365 0.0173623091584
5.41 0.0199638116674
5.455 0.0229097390743
5.5 0.0262368347185
5.545 0.0299841724247
5.59 0.0341930265264
5.635 0.0389066829602
5.68 0.044170185638
5.725 0.0500300130309
5.77 0.0565336809099
5.815 0.0637292685165
5.86 0.0716648670672
5.905 0.0803879514453
5.95 0.0899446781651
5.995 0.100379115181
6.04 0.111732411798
6.085 0.124041919774
6.13 0.137340279533
6.175 0.151654488263
6.22 0.167004969257
6.265 0.183404664217
6.31 0.200858172143
6.355 0.219360959766
6.4 0.238898669171
6.445 0.259446548131
6.49 0.280969027682
6.535 0.303419469573
6.58 0.326740103318
6.625 0.350862168812
6.67 0.375706275767
6.715 0.401182985774
6.76 0.42719361674
6.805 0.453631262922
6.85 0.480382017103
6.895 0.507326374771
6.94 0.534340793831
6.985 0.561299377627
7.03 0.588075644141
7.075 0.614544340429
7.12 0.640583258807
7.165 0.66607501025
7.21 0.690908710865
7.255 0.714981539351
7.3 0.738200126822
7.345 0.760481745307
7.39 0.781755267347
7.435 0.801961876188
7.48 0.821055513836
7.525 0.839003062392
7.57 0.855784262206
7.615 0.871391378278
7.66 0.885828633535
7.705 0.89911143396
7.75 0.911265415739
7.795 0.922325348483
7.84 0.932333931082
7.885 0.941340517755
7.93 0.949399811558
7.975 0.956570560858
8.02 0.962914291518
8.065 0.968494103708
8.11 0.973373557747
8.155 0.977615668384
8.2 0.981282021674
8.245 0.984432023386
8.29 0.987122282847
8.335 0.989406131529
8.38 0.991333271626
