x y
10.0 0.00503848136047
11.5 0.00380257863762
13.0 0.002971910724
14.5 0.00238672791609
16.0 0.00195919177338
17.5 0.00164069842412
19.0 0.00143827124498
20.5 0.00171541282375
22.0 0.00525246948665
23.5 0.0257963473108
