"F = 1e-06; Nimp = 1; Range: [1.0, 40.0]"
x y
1.0 2.49066762286e-05
1.78 1.69259914606e-07
2.56 4.51204824371e-09
3.34 3.16520235044e-10
4.12 4.68773509051e-11
4.9 1.26648505593e-11
5.68 5.61218351522e-12
6.46 3.75726083275e-12
7.24 3.55919970146e-12
8.02 4.5136148508e-12
8.8 7.32953693398e-12
9.58 1.46409357619e-11
10.36 3.47540347195e-11
11.14 9.51226611042e-11
11.92 2.92248659788e-10
12.7 9.83779755792e-10
13.48 3.55025841012e-09
14.26 1.34659305218e-08
15.04 5.27206989303e-08
15.82 2.09558161933e-07
16.6 8.3291144874e-07
17.38 3.2641977846e-06
18.16 1.24515039437e-05
18.94 4.56828627759e-05
19.72 0.000159439561577
20.5 0.000524040202477
21.28 0.00160714884654
22.06 0.00456096240625
22.84 0.0118894420269
23.62 0.0282889730972
24.4 0.0611204654013
25.18 0.119467640642
25.96 0.210838492886
