F = 0.0001; Nimp = 10; Range: [1.0, 3.0]
i = 1.0, C = 52.3859732730525, a = 5.1179084240074335, m = 19.0, p = 9.0, r = 2.23606797749979, D = 0.014965230539881589
i = 1.02, C = 53.43369273851355, a = 5.168834140234795, m = 19.0, p = 9.0, r = 2.280789337049786, D = 0.013717515355837371
i = 1.04, C = 54.4814122039746, a = 5.219262984558959, m = 19.0, p = 9.0, r = 2.3255106965997814, D = 0.012607983644311859
i = 1.06, C = 55.52913166943565, a = 5.269209222902221, m = 19.0, p = 9.0, r = 2.370232056149777, D = 0.011619540604494535
i = 1.08, C = 56.57685113489671, a = 5.3186864513193814, m = 19.0, p = 9.0, r = 2.414953415699773, D = 0.010737391892289018
i = 1.1, C = 57.62457060035776, a = 5.367707639223552, m = 19.0, p = 9.0, r = 2.459674775249769, D = 0.00994871862026894
i = 1.12, C = 58.67229006581881, a = 5.416285169090472, m = 19.0, p = 9.0, r = 2.5043961347997645, D = 0.009242399303211642
i = 1.1400000000000001, C = 59.72000953127986, a = 5.464430872985761, m = 19.0, p = 9.0, r = 2.5491174943497605, D = 0.008608772062853893
i = 1.1600000000000001, C = 60.76772899674091, a = 5.512156066220409, m = 19.0, p = 9.0, r = 2.5938388538997565, D = 0.008039431286226363
i = 1.1800000000000002, C = 61.81544846220196, a = 5.559471578405719, m = 19.0, p = 9.0, r = 2.638560213449752, D = 0.007527053723719243
i = 1.2000000000000002, C = 62.86316792766301, a = 5.606387782149171, m = 19.0, p = 9.0, r = 2.683281572999748, D = 0.007065249715258195
i = 1.2200000000000002, C = 63.91088739312406, a = 5.6529146196066, m = 19.0, p = 9.0, r = 2.728002932549744, D = 0.006648435849033322
i = 1.2400000000000002, C = 64.95860685858511, a = 5.69906162708323, m = 19.0, p = 9.0, r = 2.7727242920997397, D = 0.006271725893502484
i = 1.2600000000000002, C = 66.00632632404616, a = 5.7448379578559985, m = 19.0, p = 9.0, r = 2.8174456516497353, D = 0.0059308373071236525
i = 1.2800000000000002, C = 67.05404578950721, a = 5.79025240337186, m = 19.0, p = 9.0, r = 2.8621670111997313, D = 0.005622011029293802
i = 1.3000000000000003, C = 68.10176525496826, a = 5.835313412961135, m = 19.0, p = 9.0, r = 2.906888370749727, D = 0.005341942597985773
i = 1.3200000000000003, C = 69.14948472042931, a = 5.8800291121910835, m = 19.0, p = 9.0, r = 2.951609730299723, D = 0.005087722931807552
i = 1.3400000000000003, C = 70.19720418589037, a = 5.924407319972622, m = 19.0, p = 9.0, r = 2.996331089849719, D = 0.004856787363254642
i = 1.3600000000000003, C = 71.24492365135141, a = 5.968455564522174, m = 19.0, p = 9.0, r = 3.041052449399715, D = 0.004646871721887412
