F = 1e-07; Nimp = 64; Range: [1, 10] EN0 = None
i = 1.0, C = 229.18365823945416, a = 10.70475731250957, m = 127.0, p = 63.0, r = 5.65685424949238, D = 0.05598480857683114, EN0 = None
i = 1.09, C = 249.81018748100504, a = 11.176094744610145, m = 127.0, p = 63.0, r = 6.165971131946694, D = 0.032194824447636564, EN0 = None
i = 1.1800000000000002, C = 270.43671672255596, a = 11.62834288973618, m = 127.0, p = 63.0, r = 6.675088014401009, D = 0.020381276477271764, EN0 = None
i = 1.2700000000000002, C = 291.06324596410684, a = 12.06364882537839, m = 127.0, p = 63.0, r = 7.184204896855324, D = 0.014341046939679239, EN0 = None
i = 1.3600000000000003, C = 311.6897752056577, a = 12.483784987047352, m = 127.0, p = 63.0, r = 7.693321779309638, D = 0.011231244254202803, EN0 = None
i = 1.4500000000000004, C = 332.3163044472086, a = 12.890234762160242, m = 127.0, p = 63.0, r = 8.202438661763953, D = 0.009751091359251375, EN0 = None
i = 1.5400000000000005, C = 352.9428336887595, a = 13.284254470777793, m = 127.0, p = 63.0, r = 8.711555544218267, D = 0.009317249897858574, EN0 = None
i = 1.6300000000000006, C = 373.56936293031043, a = 13.66691923826124, m = 127.0, p = 63.0, r = 9.220672426672582, D = 0.009707131516995073, EN0 = None
i = 1.7200000000000006, C = 394.1958921718613, a = 14.039157598870762, m = 127.0, p = 63.0, r = 9.729789309126897, D = 0.010912821660718096, EN0 = None
i = 1.8100000000000007, C = 414.8224214134122, a = 14.40177803976669, m = 127.0, p = 63.0, r = 10.238906191581211, D = 0.013094013193297728, EN0 = None
i = 1.9000000000000008, C = 435.4489506549631, a = 14.755489667492622, m = 127.0, p = 63.0, r = 10.748023074035526, D = 0.016583980484302544, EN0 = None
i = 1.9900000000000009, C = 456.07547989651397, a = 15.100918513397025, m = 127.0, p = 63.0, r = 11.25713995648984, D = 0.021929823933514062, EN0 = None
i = 2.080000000000001, C = 476.70200913806485, a = 15.43862055266054, m = 127.0, p = 63.0, r = 11.766256838944155, D = 0.029957081653261202, EN0 = None
i = 2.170000000000001, C = 497.32853837961574, a = 15.769092211976181, m = 127.0, p = 63.0, r = 12.275373721398468, D = 0.041846730741437264, EN0 = None
i = 2.260000000000001, C = 517.9550676211667, a = 16.092778933751106, m = 127.0, p = 63.0, r = 12.784490603852785, D = 0.059201555661490504, EN0 = None
i = 2.3500000000000014, C = 538.5815968627176, a = 16.410082218909167, m = 127.0, p = 63.0, r = 13.293607486307101, D = 0.08406029194290457, EN0 = None
i = 2.4400000000000013, C = 559.2081261042684, a = 16.721365466137453, m = 127.0, p = 63.0, r = 13.802724368761414, D = 0.1187972541195652, EN0 = None
i = 2.530000000000001, C = 579.8346553458193, a = 17.026958849803734, m = 127.0, p = 63.0, r = 14.311841251215727, D = 0.16583570173568674, EN0 = None
i = 2.6200000000000014, C = 600.4611845873702, a = 17.327163423182835, m = 127.0, p = 63.0, r = 14.820958133670043, D = 0.2271267799941213, EN0 = None
i = 2.7100000000000017, C = 621.0877138289212, a = 17.622254592260905, m = 127.0, p = 63.0, r = 15.33007501612436, D = 0.30342392712513255, EN0 = None
i = 2.8000000000000016, C = 641.714243070472, a = 17.912485074250196, m = 127.0, p = 63.0, r = 15.839191898578672, D = 0.3935149865311051, EN0 = None
i = 2.8900000000000015, C = 662.3407723120229, a = 18.19808743126627, m = 127.0, p = 63.0, r = 16.348308781032987, D = 0.493713739851823, EN0 = None
i = 2.9800000000000018, C = 682.9673015535737, a = 18.479276251433305, m = 127.0, p = 63.0, r = 16.8574256634873, D = 0.5979613737789318, EN0 = None
i = 3.070000000000002, C = 703.5938307951247, a = 18.7562500355898, m = 127.0, p = 63.0, r = 17.366542545941616, D = 0.698745693705461, EN0 = None
i = 3.160000000000002, C = 724.2203600366756, a = 19.02919283675316, m = 127.0, p = 63.0, r = 17.87565942839593, D = 0.7887021270140839, EN0 = None
